AICTE ID,NAME,PROGRAMME,UNIVERSITY,LEVEL OF COURSE,COURSE,INTAKE,ADDRESS,ZONE,CITY,DISTRICT,STATE,INSTITUTE TYPE,,
1-36474614294,IPS ACADEMY INSTITUTE OF BUSINESS MANAGEMENT AND RESEARCH SANWER CAMPUS,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA(MARKETING MANAGEMENT),30,"SANWER ROAD GRAM BADODIA KHAN, INDORE UJJAIN ROAD, SANWER MP",AIRPORT BYPASS ROAD,BHOPAL,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36482086303,RKDF COLLEGE OF TECHNOLOGY & RESEARCH,MANAGEMENT,"RKDF UNIVERSITY, BHOPAL",POST GRADUATE,MBA,60,"NEAR RGPV CAMPUS, AIRPORT BYPASS ROAD, GONDERMAU, GANDHINAGAR, BHOPAL",RAISEN ROAD,BHOPAL,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36482086303,RKDF COLLEGE OF TECHNOLOGY & RESEARCH,MANAGEMENT,"RKDF UNIVERSITY, BHOPAL",POST GRADUATE,MBA,60,"NEAR RGPV CAMPUS, AIRPORT BYPASS ROAD, GONDERMAU, GANDHINAGAR, BHOPAL",RAISEN ROAD,BHOPAL,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36492358411,VICTORIA COLLEGE,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA,180,255/1/1/1 GRAM MOROD KHANDWA ROAD INDORE,SHERGANJ,SATNA,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36492358411,VICTORIA COLLEGE,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,255/1/1/1 GRAM MOROD KHANDWA ROAD INDORE,SHERGANJ,SATNA,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36492358411,VICTORIA COLLEGE,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA,180,255/1/1/1 GRAM MOROD KHANDWA ROAD INDORE,SHERGANJ,SATNA,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36492358411,VICTORIA COLLEGE,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,255/1/1/1 GRAM MOROD KHANDWA ROAD INDORE,SHERGANJ,SATNA,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36504910680,VAISHNAVI INSTITUTE OF MANAGEMENT,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MASTERS IN BUSINESS ADMINISTRATION,240,"VILLAGE MENDUA, TEHSIL GOUHARGANJ",PACHAMA SEHORE,BHOPAL,RAISEN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36504910680,VAISHNAVI INSTITUTE OF MANAGEMENT,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA(MARKETING MANAGEMENT),120,"VILLAGE MENDUA, TEHSIL GOUHARGANJ",PACHAMA SEHORE,BHOPAL,RAISEN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36504910680,VAISHNAVI INSTITUTE OF MANAGEMENT,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MASTERS IN BUSINESS ADMINISTRATION,240,"VILLAGE MENDUA, TEHSIL GOUHARGANJ",PACHAMA SEHORE,BHOPAL,RAISEN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36504910680,VAISHNAVI INSTITUTE OF MANAGEMENT,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA(MARKETING MANAGEMENT),120,"VILLAGE MENDUA, TEHSIL GOUHARGANJ",PACHAMA SEHORE,BHOPAL,RAISEN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36505892356,"SCHOOL OF MANAGEMENT STUDIES, SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCES (SSSUTMS)",MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA,240,"SH-18 BHOPAL- INDORE ROAD, PACHAMA SEHORE MADHYA PRADESH. 466001",NEELBAD ROAD PO- SURAJ NAGAR,BHOPAL,SEHORE,MADHYA PRADESH,STATE PRIVATE UNIVERSITY,,
1-36505892356,"SCHOOL OF MANAGEMENT STUDIES, SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCES (SSSUTMS)",MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA,240,"SH-18 BHOPAL- INDORE ROAD, PACHAMA SEHORE MADHYA PRADESH. 466001",NEELBAD ROAD PO- SURAJ NAGAR,BHOPAL,SEHORE,MADHYA PRADESH,STATE PRIVATE UNIVERSITY,,
1-36503496202,SHRI RAM INSTITUTE OF MANAGEMENT,MANAGEMENT,"RANI DURGAVATI UNIVERSITY, JABALPUR",POST GRADUATE,MBA,240,"NEAR ITI, MADHOTAL, JABALPUR-482002, M.P.",GRAM PANCHAYAT- TODI,SANVER,JABALPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36503496202,SHRI RAM INSTITUTE OF MANAGEMENT,MANAGEMENT,"RANI DURGAVATI UNIVERSITY, JABALPUR",POST GRADUATE,MBA,240,"NEAR ITI, MADHOTAL, JABALPUR-482002, M.P.",GRAM PANCHAYAT- TODI,SANVER,JABALPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36503973515,"JAIPURIA INSTITUTE OF MANAGEMENT, INDORE",MANAGEMENT,AICTE,FELLOWSHIP,FELLOW PROGRAM IN MANAGEMENT,20,"SURVEY NO. 298/2, GRAM PANCHAYAT- TODI, VILLAGE- KHANKROD, TEH- SANVER, DISTRICT- INDORE-453771",VILLAGE MENDUA,GOUHARGANJ,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36503973515,"JAIPURIA INSTITUTE OF MANAGEMENT, INDORE",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,180,"SURVEY NO. 298/2, GRAM PANCHAYAT- TODI, VILLAGE- KHANKROD, TEH- SANVER, DISTRICT- INDORE-453771",VILLAGE MENDUA,GOUHARGANJ,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36503973515,"JAIPURIA INSTITUTE OF MANAGEMENT, INDORE",MANAGEMENT,AICTE,FELLOWSHIP,FELLOW PROGRAM IN MANAGEMENT,20,"SURVEY NO. 298/2, GRAM PANCHAYAT- TODI, VILLAGE- KHANKROD, TEH- SANVER, DISTRICT- INDORE-453771",VILLAGE MENDUA,GOUHARGANJ,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36503973515,"JAIPURIA INSTITUTE OF MANAGEMENT, INDORE",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,180,"SURVEY NO. 298/2, GRAM PANCHAYAT- TODI, VILLAGE- KHANKROD, TEH- SANVER, DISTRICT- INDORE-453771",VILLAGE MENDUA,GOUHARGANJ,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36515585240,MADHUBAN INSTITUTE OF PROFESSIONAL STUDIES,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,240,"CAT RAU ROAD,RANGWASA",HOSHANGABAD ROAD,BHOPAL,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36515585240,MADHUBAN INSTITUTE OF PROFESSIONAL STUDIES,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,240,"CAT RAU ROAD,RANGWASA",HOSHANGABAD ROAD,BHOPAL,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36517796044,"CRIM,UTD,BARKATULLAH UNIVERSITY,BHOPAL",MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA,60,"CRIM,UTD,BARKATULLAH UNIVERSITY,BHOPAL HOSHANGABAD ROAD,BHOPAL",SANT HIRDARAM NAGAR (BAIRAGARH),BHOPAL,BHOPAL,MADHYA PRADESH,STATE GOVERNMENT UNIVERSITY,,
1-36517796044,"CRIM,UTD,BARKATULLAH UNIVERSITY,BHOPAL",MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA,60,"CRIM,UTD,BARKATULLAH UNIVERSITY,BHOPAL HOSHANGABAD ROAD,BHOPAL",SANT HIRDARAM NAGAR (BAIRAGARH),BHOPAL,BHOPAL,MADHYA PRADESH,STATE GOVERNMENT UNIVERSITY,,
1-36515477403,SWAMI VIVEKANAND COLLEGE OF SCIENCE AND TECHNOLOGY BHOPAL,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,120,BARKHERI KALA NEELBAD ROAD PO- SURAJ NAGAR BHOPAL,AYODHYA BYPASS ROAD,BHOPAL,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36515477403,SWAMI VIVEKANAND COLLEGE OF SCIENCE AND TECHNOLOGY BHOPAL,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,120,BARKHERI KALA NEELBAD ROAD PO- SURAJ NAGAR BHOPAL,AYODHYA BYPASS ROAD,BHOPAL,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36515512537,SAGAR INSTITUTE OF RESEARCH & TECHNOLOGY,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,240,"OPP. SAGAR ESTATES, AYODHYA BYPASS ROAD,BHOPAL",CAT RAU ROAD,RANGWASA,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36515512537,SAGAR INSTITUTE OF RESEARCH & TECHNOLOGY,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,240,"OPP. SAGAR ESTATES, AYODHYA BYPASS ROAD,BHOPAL",CAT RAU ROAD,RANGWASA,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36502381233,SAM COLLEGE OF MANAGEMENT,MANAGEMENT,SAM GLOBAL UNIVERSITY,POST GRADUATE,MBA,180,"GRAM AGARIYA CHOPDA, BHOPAL ROAD, RAISEN (M.P.)",MADHOTAL,JABALPUR,RAISEN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36502381233,SAM COLLEGE OF MANAGEMENT,MANAGEMENT,SAM GLOBAL UNIVERSITY,POST GRADUATE,MBA(MARKETING AND FINANCE),120,"GRAM AGARIYA CHOPDA, BHOPAL ROAD, RAISEN (M.P.)",MADHOTAL,JABALPUR,RAISEN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36502381233,SAM COLLEGE OF MANAGEMENT,MANAGEMENT,SAM GLOBAL UNIVERSITY,POST GRADUATE,MBA,180,"GRAM AGARIYA CHOPDA, BHOPAL ROAD, RAISEN (M.P.)",MADHOTAL,JABALPUR,RAISEN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36502381233,SAM COLLEGE OF MANAGEMENT,MANAGEMENT,SAM GLOBAL UNIVERSITY,POST GRADUATE,MBA(MARKETING AND FINANCE),120,"GRAM AGARIYA CHOPDA, BHOPAL ROAD, RAISEN (M.P.)",MADHOTAL,JABALPUR,RAISEN,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36499220339,K.K. VIGYAN AVAM VYAVASIK ADHYAYAN MAHAVIDHYALAYA,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MASTERS OF BUSINESS ADMINISTRATION,180,"PLOT NO.37, KKVVAM BLOCK SECTOR E, SCH NO. 54, VIJAY NAGAR OPP HOTEL MARRIOT INDORE","SECTOR E, SCH NO. 54",INDORE,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36499220339,K.K. VIGYAN AVAM VYAVASIK ADHYAYAN MAHAVIDHYALAYA,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MASTERS OF BUSINESS ADMINISTRATION,180,"PLOT NO.37, KKVVAM BLOCK SECTOR E, SCH NO. 54, VIJAY NAGAR OPP HOTEL MARRIOT INDORE","SECTOR E, SCH NO. 54",INDORE,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36499260470,K. K. VYAVSIK ADHAYAYAN MAHAVIDHYALAYA,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,90,"PLOT NO 37, KKVAM BLOCK, SETOR E, SCH NO.54, VIJAY NAGAR , OPP. HOTEL MARRIOT INDORE",PITHAMPUR BYPASS ROAD,RAU,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36499260470,K. K. VYAVSIK ADHAYAYAN MAHAVIDHYALAYA,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,90,"PLOT NO 37, KKVAM BLOCK, SETOR E, SCH NO.54, VIJAY NAGAR , OPP. HOTEL MARRIOT INDORE",PITHAMPUR BYPASS ROAD,RAU,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36496947725,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,MANAGEMENT,"AWADHESH PRATAP SINGH UNIVERSITY, REWA",POST GRADUATE,MBA,60,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",VILLAGE - KADARI,CHHATARPUR,SATNA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36496947725,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE,MANAGEMENT,"AWADHESH PRATAP SINGH UNIVERSITY, REWA",POST GRADUATE,MBA,60,"95, MAHDEVA ROAD, SHERGANJ, SATNA (M.P.) 485001",VILLAGE - KADARI,CHHATARPUR,SATNA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36498092658,KHAJURAHO INSTITUTE OF PHARMACEUTICAL SCIENCES,MANAGEMENT,MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY CHHATARPUR MADHYA PRADESH,POST GRADUATE,MBA,60,"VILLAGE - KADARI, POST - BASARI, NEAR D.P.S., DIST. CHHATARPUR (M.P.) 471001","SECTOR E, SCH NO. 54",INDORE,CHHATARPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36498092658,KHAJURAHO INSTITUTE OF PHARMACEUTICAL SCIENCES,MANAGEMENT,MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY CHHATARPUR MADHYA PRADESH,POST GRADUATE,MBA (HUMAN RESOURCE DEVELOPMENT AND MANAGEMENT),60,"VILLAGE - KADARI, POST - BASARI, NEAR D.P.S., DIST. CHHATARPUR (M.P.) 471001","SECTOR E, SCH NO. 54",INDORE,CHHATARPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36498092658,KHAJURAHO INSTITUTE OF PHARMACEUTICAL SCIENCES,MANAGEMENT,MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY CHHATARPUR MADHYA PRADESH,POST GRADUATE,MBA,60,"VILLAGE - KADARI, POST - BASARI, NEAR D.P.S., DIST. CHHATARPUR (M.P.) 471001","SECTOR E, SCH NO. 54",INDORE,CHHATARPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36498092658,KHAJURAHO INSTITUTE OF PHARMACEUTICAL SCIENCES,MANAGEMENT,MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY CHHATARPUR MADHYA PRADESH,POST GRADUATE,MBA (HUMAN RESOURCE DEVELOPMENT AND MANAGEMENT),60,"VILLAGE - KADARI, POST - BASARI, NEAR D.P.S., DIST. CHHATARPUR (M.P.) 471001","SECTOR E, SCH NO. 54",INDORE,CHHATARPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36499956529,MADHUBAN COLLEGE OF MANAGEMENT BARWANI,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,180,"CHOTI KASRAWAD (BYPASS ROAD),AHEAD SANWARIYA TEMPLE,BARWANI M.P.",SANKALKHEDA KALAN SH19,ASHOK NAGAR ROAD,BARWANI,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36499956529,MADHUBAN COLLEGE OF MANAGEMENT BARWANI,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,180,"CHOTI KASRAWAD (BYPASS ROAD),AHEAD SANWARIYA TEMPLE,BARWANI M.P.",SANKALKHEDA KALAN SH19,ASHOK NAGAR ROAD,BARWANI,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36500345147,POISE COLLEGE,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,180,GRAM SANKALKHEDA KALAN SH19 ASHOK NAGAR ROAD DIST VIDISHA,AGARIYA CHOPDA,RAISEN,VIDISHA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36500345147,POISE COLLEGE,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,GRAM SANKALKHEDA KALAN SH19 ASHOK NAGAR ROAD DIST VIDISHA,AGARIYA CHOPDA,RAISEN,VIDISHA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36500345147,POISE COLLEGE,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,180,GRAM SANKALKHEDA KALAN SH19 ASHOK NAGAR ROAD DIST VIDISHA,AGARIYA CHOPDA,RAISEN,VIDISHA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36500345147,POISE COLLEGE,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,GRAM SANKALKHEDA KALAN SH19 ASHOK NAGAR ROAD DIST VIDISHA,AGARIYA CHOPDA,RAISEN,VIDISHA,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36499706038,SANGHVI INSTITUTE OF MANAGEMENT AND SCIENCE,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,180,"PIGDAMBER, PITHAMPUR BYPASS ROAD, BEHIND IIM",BARKHEDA NATHU,NEELBAD,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36499706038,SANGHVI INSTITUTE OF MANAGEMENT AND SCIENCE,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,"PIGDAMBER, PITHAMPUR BYPASS ROAD, BEHIND IIM",BARKHEDA NATHU,NEELBAD,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36499706038,SANGHVI INSTITUTE OF MANAGEMENT AND SCIENCE,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,180,"PIGDAMBER, PITHAMPUR BYPASS ROAD, BEHIND IIM",BARKHEDA NATHU,NEELBAD,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36499706038,SANGHVI INSTITUTE OF MANAGEMENT AND SCIENCE,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,"PIGDAMBER, PITHAMPUR BYPASS ROAD, BEHIND IIM",BARKHEDA NATHU,NEELBAD,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36499868859,VIDHIK INSTITUTE OF MANAGEMENT,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,180,"BARKHEDA NATHU, NEELBAD",CHOTI KASRAWAD,BARWANI,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36499868859,VIDHIK INSTITUTE OF MANAGEMENT,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,180,"BARKHEDA NATHU, NEELBAD",CHOTI KASRAWAD,BARWANI,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36446359679,LSA COLLEGE DHAR,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA,180,214/2 JAITPURA DHAR,SCHEME NO.54,VIJAY NAGAR,DHAR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36446359679,LSA COLLEGE DHAR,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,214/2 JAITPURA DHAR,SCHEME NO.54,VIJAY NAGAR,DHAR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36447147232,GOVINDRAM SEKSARIA INSTITUTE OF MANAGEMENT & RESEARCH,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,120,"MR-10, SCHEME NO.54, VIJAY NAGAR",AAKVI,INDORE,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36445364912,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,MANAGEMENT,"VIKRAM UNIVERSITY, UJJAIN",POST GRADUATE,MBA,60,"MAXI ROAD, VILLAGE RAJPURA, DEWAS (M.P.)",KHANDWA ROAD,INDORE,DEWAS,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36445366148,MAHARAJA RANJIT SINGH GROUP OF INSTITUTIONS,MANAGEMENT,"DEVI AHILYA VISHWAVIDYALAYA, INDORE",POST GRADUATE,MBA,180,"HEMKUNT CAMPUS, KHANDWA ROAD, INDORE",JAITPURA,DHAR,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36448944738,NEW ERA COLLEGE OF MANAGEMENT,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA,240,"733 ,734/2 GRAM KODARIA TAHSIL MHOW INDORE",ANAND NAGAR,GWALIOR,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36448944738,NEW ERA COLLEGE OF MANAGEMENT,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),60,"733 ,734/2 GRAM KODARIA TAHSIL MHOW INDORE",ANAND NAGAR,GWALIOR,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36451085322,VEENA VADINI COLLEGE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(BUSINESS ADMINISTRATION),60,"B-BLOCK, ANAND NAGAR ,BAHODAPUR ,GWALIOR MP",TILLORKHURD,INDORE,GWALIOR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36451085322,VEENA VADINI COLLEGE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(FINANCIAL MANAGEMENT),60,"B-BLOCK, ANAND NAGAR ,BAHODAPUR ,GWALIOR MP",TILLORKHURD,INDORE,GWALIOR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36451085322,VEENA VADINI COLLEGE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(HOSPITAL MANAGEMENT),60,"B-BLOCK, ANAND NAGAR ,BAHODAPUR ,GWALIOR MP",TILLORKHURD,INDORE,GWALIOR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36451085322,VEENA VADINI COLLEGE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(HUMAN RESOURCE MANAGEMENT),60,"B-BLOCK, ANAND NAGAR ,BAHODAPUR ,GWALIOR MP",TILLORKHURD,INDORE,GWALIOR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36451085322,VEENA VADINI COLLEGE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(MARKETING),60,"B-BLOCK, ANAND NAGAR ,BAHODAPUR ,GWALIOR MP",TILLORKHURD,INDORE,GWALIOR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36447264565,ASIAN INSTITUTE OF PROFESSIONAL STUDIES,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA,180,"VILLAGE AAKVI, TEHSIL MHOW, DISTT. INDORE 453441",KOSAMGHAT BARELA ROAD,JABALPUR,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36447264565,ASIAN INSTITUTE OF PROFESSIONAL STUDIES,MANAGEMENT,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",POST GRADUATE,MBA (MARKETING MANAGEMENT),120,"VILLAGE AAKVI, TEHSIL MHOW, DISTT. INDORE 453441",KOSAMGHAT BARELA ROAD,JABALPUR,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36447301193,RADIANT INSTITUTE OF MANAGEMENT,MANAGEMENT,"RANI DURGAVATI UNIVERSITY, JABALPUR",POST GRADUATE,MBA,240,NEAR KOSAMGHAT BARELA RAOD JABALPUR,KODARIA,MHOW INDORE,JABALPUR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36445278589,TECHNOCRATS INSTITUE OF TECHNOLOGY & SCIENCE,MANAGEMENT,"BARKATULLAH UNIVERSITY, BHOPAL",POST GRADUATE,MBA,180,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B.NO-24,BHEL",MAXI ROAD,DEWAS,BHOPAL,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36251999410,SHRI JAIN DIWAKAR MAHAVIDYALAYA,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,180,"SCHEME NO.55-C PLOT NO.665, NEW PALASIA, NEAR LAXMI MEMORIAL HOSPITAL, NEAR JANJEERWALA SQUARE, INDORE (M.P.)",,GWALIOR,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36251999410,SHRI JAIN DIWAKAR MAHAVIDYALAYA,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM (MARKETING AND FINANCE),120,"SCHEME NO.55-C PLOT NO.665, NEW PALASIA, NEAR LAXMI MEMORIAL HOSPITAL, NEAR JANJEERWALA SQUARE, INDORE (M.P.)",,GWALIOR,INDORE,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
1-36252139276,AMBIKA COLLEGE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT,120,VILLAGE BAROUA JHANSI ROAD BY PASS NEAR RAILWAY BRIDGE RAIRU GWALIOR,,BHOPAL,GWALIOR,MADHYA PRADESH,PRIVATE-SELF FINANCING,,
